,CCGT_Derated_Capacity_kW,OCGT_Derated_Capacity_kW,Coal_Derated_Capacity_kW,Nuclear_Derated_Capacity_kW,Wind Offshore_Derated_Capacity_kW,Wind Onshore_Derated_Capacity_kW,Solar_Derated_Capacity_kW,Hydro_Derated_Capacity_kW,Biomass_Derated_Capacity_kW,BECCS_Derated_Capacity_kW,Hydrogen_Derated_Capacity_kW,Battery_Derated_Capacity_kW,CCGT_Capacity_kW,OCGT_Capacity_kW,Coal_Capacity_kW,Nuclear_Capacity_kW,Wind Offshore_Capacity_kW,Wind Onshore_Capacity_kW,Solar_Capacity_kW,Hydro_Capacity_kW,Biomass_Capacity_kW,BECCS_Capacity_kW,Hydrogen_Capacity_kW,Battery_Capacity_kW
Cory Energy Company Ltd,2337500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derwent Cogeneration,2125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dong Energy,0.0,0.0,0.0,0.0,0.0,75310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443000.0,0.0,0.0,0.0,0.0,0.0,0.0
Drax Power Ltd,0.0,4140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDF Energy,2337500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5100000.0,0.0,2750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0
EDF Energy Renewable,0.0,0.0,0.0,0.0,36000.0,38760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,228000.0,0.0,0.0,0.0,0.0,0.0,0.0
Eggborough Power Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPR Ely Limited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378000.0,0.0,0.0,0.0
E.On UK,2337500.0,0.0,0.0,0.0,48000.0,24820.0,0.0,0.0,371360.0,0.0,0.0,0.0,2750000.0,0.0,0.0,0.0,200000.0,146000.0,0.0,0.0,422000.0,0.0,0.0,0.0
Fenland Windfarms Ltd,0.0,0.0,0.0,0.0,60000.0,31960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,188000.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Olsen,0.0,0.0,0.0,0.0,60000.0,54740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,322000.0,0.0,0.0,0.0,0.0,0.0,0.0
GDF Suez,637500.0,0.0,0.0,0.0,36000.0,23800.0,0.0,0.0,0.0,0.0,0.0,0.0,750000.0,0.0,0.0,0.0,150000.0,140000.0,0.0,0.0,0.0,0.0,0.0,0.0
Great Orton Windfarm Ltd,0.0,0.0,0.0,0.0,0.0,30600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180000.0,0.0,0.0,0.0,0.0,0.0,0.0
HG Capital,0.0,0.0,0.0,0.0,36000.0,23970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,141000.0,0.0,0.0,0.0,0.0,0.0,0.0
High Hedley Hope Wind Ltd,0.0,0.0,0.0,0.0,60000.0,24820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,146000.0,0.0,0.0,0.0,0.0,0.0,0.0
Infinis Windfarm,0.0,0.0,0.0,0.0,60000.0,25500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
Immingham CHP LLP,1266500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
International Power/Mitsui,425000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080000.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,0.0
Kirkheaton Wind Ltd,0.0,0.0,0.0,0.0,48000.0,25500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
K/S Winscales,0.0,0.0,0.0,0.0,48000.0,31790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,187000.0,0.0,0.0,0.0,0.0,0.0,0.0
Llangwyryfon Windfarm Ltd,0.0,0.0,0.0,0.0,48000.0,20400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnox North Ltd,0.0,0.0,0.0,793800.0,0.0,0.0,0.0,33600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980000.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0
Marchwood Power Limited,1565700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Px Limited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RES-Gen Ltd,0.0,0.0,0.0,0.0,48000.0,31280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,184000.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS Energy Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocksavage Power Co. Ltd,850000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RWE Npower Plc,425000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Npower Renewables Ltd,0.0,0.0,0.0,0.0,60000.0,36210.0,0.0,78120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,213000.0,0.0,93000.0,0.0,0.0,0.0,0.0
Scottish and Southern Hydro Schemes: Affric/Beauly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38000.0,0.0,0.0,0.0,0.0
Breadalbane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
Conon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
Great Glen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133000.0,0.0,0.0,0.0,0.0
Shin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0
Sloy/Awe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0
Tummel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,60000.0,164390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,967000.0,0.0,0.0,0.0,0.0,0.0,0.0
Small Hydros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33000.0,0.0,0.0,0.0,0.0
Thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thermal (continued),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottish Power Hydro schemes: Galloway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0
Lanark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,0.0
Cruachan Thermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seabank Power Limited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sembcorp Utilities (UK) Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416000.0,0.0,0.0,0.0
Spalding Energy Company Ltd,748000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Statkraft Energy Ltd,0.0,0.0,0.0,0.0,60000.0,19210.0,0.0,33600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,113000.0,0.0,40000.0,0.0,0.0,0.0,0.0
Talisman Energy,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vattenfall Wind Power,0.0,0.0,0.0,0.0,48000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Power Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yorkshire Windpower Ltd,0.0,0.0,0.0,0.0,24000.0,25500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0
Distributed Generation,0.0,0.0,0.0,0.0,602952.0,4343160.000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2512300.0,25548000.0,2711000.0,0.0,0.0,0.0,0.0,0.0
