,CCGT_Derated_Capacity_kW,OCGT_Derated_Capacity_kW,Coal_Derated_Capacity_kW,Nuclear_Derated_Capacity_kW,Wind Offshore_Derated_Capacity_kW,Wind Onshore_Derated_Capacity_kW,Solar_Derated_Capacity_kW,Hydro_Derated_Capacity_kW,Biomass_Derated_Capacity_kW,BECCS_Derated_Capacity_kW,Hydrogen_Derated_Capacity_kW,Battery_Derated_Capacity_kW,CCGT_Capacity_kW,OCGT_Capacity_kW,Coal_Capacity_kW,Nuclear_Capacity_kW,Wind Offshore_Capacity_kW,Wind Onshore_Capacity_kW,Solar_Capacity_kW,Hydro_Capacity_kW,Biomass_Capacity_kW,BECCS_Capacity_kW,Hydrogen_Capacity_kW,Battery_Capacity_kW
Cory Energy Company Ltd,2167500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derwent Cogeneration,1275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dong Energy,0.0,0.0,0.0,0.0,0.0,65110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383000.0,0.0,0.0,0.0,0.0,0.0,0.0
Drax Power Ltd,0.0,4600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDF Energy,2167500.0,46000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3400000.0,0.0,2550000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0
EDF Energy Renewable,0.0,0.0,0.0,0.0,12000.0,28560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,168000.0,0.0,0.0,0.0,0.0,0.0,0.0
Eggborough Power Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPR Ely Limited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276000.0,0.0,0.0,0.0
E.On UK,2510900.0,0.0,0.0,0.0,93600.0,34000.0,0.0,0.0,248160.0,0.0,0.0,0.0,2954000.0,0.0,0.0,0.0,390000.0,200000.0,0.0,0.0,282000.0,0.0,0.0,0.0
Fenland Windfarms Ltd,0.0,0.0,0.0,0.0,36000.0,26860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,158000.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Olsen,0.0,0.0,0.0,0.0,36000.0,63920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,376000.0,0.0,0.0,0.0,0.0,0.0,0.0
GDF Suez,212500.0,165600.0,0.0,0.0,12000.0,18700.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,180000.0,0.0,0.0,50000.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0
Great Orton Windfarm Ltd,0.0,0.0,0.0,0.0,0.0,21080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124000.0,0.0,0.0,0.0,0.0,0.0,0.0
HG Capital,0.0,0.0,0.0,0.0,12000.0,13770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,81000.0,0.0,0.0,0.0,0.0,0.0,0.0
High Hedley Hope Wind Ltd,0.0,0.0,0.0,0.0,36000.0,20060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,118000.0,0.0,0.0,0.0,0.0,0.0,0.0
Infinis Windfarm,0.0,0.0,0.0,0.0,36000.0,20400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0
Immingham CHP LLP,1266500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
International Power/Mitsui,1445000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,0.0,0.0,1700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0
Kirkheaton Wind Ltd,0.0,0.0,0.0,0.0,24000.0,20570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,121000.0,0.0,0.0,0.0,0.0,0.0,0.0
K/S Winscales,0.0,0.0,0.0,0.0,24000.0,21930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,129000.0,0.0,0.0,0.0,0.0,0.0,0.0
Llangwyryfon Windfarm Ltd,0.0,0.0,0.0,0.0,36000.0,16830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,99000.0,0.0,0.0,0.0,0.0,0.0,0.0
Magnox North Ltd,0.0,0.0,0.0,1145340.0,0.0,0.0,0.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1414000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0
Marchwood Power Limited,1565700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Px Limited,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RES-Gen Ltd,0.0,0.0,0.0,0.0,24000.0,21420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,126000.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS Energy Ltd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocksavage Power Co. Ltd,1538500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RWE Npower Plc,1997500.0,174800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350000.0,190000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Npower Renewables Ltd,0.0,0.0,0.0,0.0,57600.0,31110.0,0.0,69720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,183000.0,0.0,83000.0,0.0,0.0,0.0,0.0
Scottish and Southern Hydro Schemes: Affric/Beauly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86000.0,0.0,0.0,0.0,0.0
Breadalbane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69000.0,0.0,0.0,0.0,0.0
Conon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,0.0,0.0,0.0,0.0
Great Glen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190000.0,0.0,0.0,0.0,0.0
Shin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,0.0
Sloy/Awe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,0.0,0.0,0.0,0.0
Tummel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113000.0,0.0,0.0,0.0,0.0
Wind,0.0,0.0,0.0,0.0,36000.0,179690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,1057000.0,0.0,0.0,0.0,0.0,0.0,0.0
Small Hydros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36000.0,0.0,0.0,0.0,0.0
Thermal,1107550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thermal (continued),0.0,93840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scottish Power Hydro schemes: Galloway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123000.0,0.0,0.0,0.0,0.0
Lanark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0,0.0,0.0,0.0
Cruachan Thermal,1020000.0,17480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200000.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seabank Power Limited,1038700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sembcorp Utilities (UK) Ltd,0.0,38640.0,0.0,0.0,0.0,0.0,0.0,0.0,242880.0,0.0,0.0,0.0,0.0,42000.0,0.0,0.0,0.0,0.0,0.0,0.0,276000.0,0.0,0.0,0.0
Spalding Energy Company Ltd,748000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Statkraft Energy Ltd,0.0,0.0,0.0,0.0,36000.0,9010.0,0.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,53000.0,0.0,20000.0,0.0,0.0,0.0,0.0
Talisman Energy,0.0,0.0,0.0,0.0,38400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vattenfall Wind Power,0.0,0.0,0.0,0.0,57600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western Power Generation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yorkshire Windpower Ltd,0.0,0.0,0.0,0.0,12000.0,15300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,90000.0,0.0,0.0,0.0,0.0,0.0,0.0
Distributed Generation,0.0,0.0,0.0,0.0,726120.0,4338060.000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025500.0,25518000.0,1911000.0,0.0,0.0,0.0,0.0,0.0
